,Unnamed: 0,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients
477,477,https://www.marmiton.org/recettes/recette_schokobredle-petits-gateaux-de-noel-au-chocolat_53308.aspx,2.7,6.0,212.0,Schokobredle (petits gâteaux de noël au chocolat),13 min,très facile,bon marché,100.0,"['250 g de farine', '125 g de sucre', '125 g de beurre fondu', '50 g de chocolat noir fondu', '1 filet de citron ou quelques zestes', '1/2 cuillère à café de bicarbonate de sodium', ""3 jaunes d'oeuf pour dorer + 1/2 sachet de sucre vanillé""]"
478,478,https://www.marmiton.org/recettes/recette_buche-de-noel-au-cafe-chocolat-noisette_54279.aspx,4.4,20.0,1000.0,Bûche de Noël au café - chocolat noisette,1h38,facile,bon marché,8.0,"['4 oeufs', '180 g de sucre', '150 g de farine', '1 sachet de sucre vanillé', '1 sachet de levure chimique', '50 g de noisettes moulues', '2 cuillères à soupe de crème épaisse', '4 cuillères à soupe de sucre', '100 g de chocolat à moudre', '125 beurre mou', ""1 jaune d'oeuf"", '6 cuillères à soupe de sucre glace', '3 cuillères à soupe de whisky (ou autre selon préférence)', '2 cuillères de café de café soluble']"
479,479,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre-aux-navets_20785.aspx,3.7,14.0,2400.0,Galettes de pommes de terre aux navets,35 min,facile,Coût moyen,8.0,"['750 g de pomme de terre', '750 g de navet', '150 g de beurre', '2 oignons', '1 cuillère à soupe de persil haché', 'Muscade', 'Poivre', 'Sel']"
480,480,https://www.marmiton.org/recettes/recette_escalope-de-poulet-aux-legumes-d-hiver_175409.aspx,5.0,3.0,297.0,Escalope de poulet aux legumes d'hiver,1 h,facile,bon marché,4.0,"['4 escalopes de poulet', '4 échalotes', '1 chou vert', ""1 gousse d'ail"", '4 carottes', '1 navet', '1 panais', '1 poireau', ""1 cuillère à soupe d'huile de pépin de raisin"", ""1 cuillère à soupe d'huile d'olive"", '1 cuillère à soupe de sauce soja', '1 cube de bouillon de volaille', 'Poivre', 'Persil', 'Romarin', 'Laurier (ciselés)', '4 cuillères de moutarde']"
481,481,https://www.marmiton.org/recettes/recette_truffes-au-chocolat-au-muesli-pour-noel_313262.aspx,0.0,0.0,76.0,Truffes au chocolat au muesli (pour Noël),15 min,facile,bon marché,25.0,"['200 g de muesli', '100 g de sucre', '100 g de beurre', '100 g de chocolat noir râpé', ""4 cuillères à soupe de jus d'orange"", '4 cuillères à soupe de cacao']"
482,482,https://www.marmiton.org/recettes/recette_buche-traditionnelle-de-noel-biscuit-au-marron_335819.aspx,0.0,0.0,52.0,"Buche traditionnelle de noël, biscuit au marron",3h15,facile,bon marché,10.0,"['125 g de chocolat', '250 g de crème de marron', '1 oeuf', '125 ml de lait', '1 cuillère à soupe de sucre', '1 cuillère à soupe de farine', '115 g de chocolat', ""4 cuillères à soupe d'eau""]"
483,483,https://www.marmiton.org/recettes/recette_pate-a-tartiner-de-noel-pain-d-epices_391394.aspx,0.0,0.0,0.0,Pâte à tartiner de Noël pain d'épices,3h12,facile,bon marché,1.0,"['100 ml de crème fleurette', '1 tablette de chocolat blanc', '3 cuillères à soupe de miel', '25 g de beurre demi-sel', '2 cuillères à café de cannelle', '1/2 cuillère à café de gingembre', '1/10 cuillère à café de muscade']"
484,484,https://www.marmiton.org/recettes/recette_buche-de-noel-noix-de-coco-et-chocolat_175033.aspx,4.7,7.0,829.0,Bûche de Noël noix de coco-chocolat,1h30,facile,Coût moyen,6.0,"['Biscuit', '4 oeufs', '125 g de farine', '1/2 sachet de levure', '80 g de sucre', '1 sachet de sucre vanillé', '100 g de beurre', '75 g de noix de coco rapée', '3 cuillères à café de malibu ou liqueur de coco', ""1 jaune d'oeuf"", '40 g de sucre', '1 sachet de sucre vanillé', '100 g de beurre', '50 g de chocolat pâtissier', '300 g de mascarpone', '50 g de sucre glace', ""1.5 cl d'extrait de vanille"", '100 g de noix de coco rapée', 'copeau de chocolat', 'Sucre glace (facultatif)']"
486,486,https://www.marmiton.org/recettes/recette_rochers-croquants-de-noel-noisette-coco-cannelle_53305.aspx,4.6,7.0,607.0,"Rochers croquants de noël (noisette, coco, cannelle)",20 min,très facile,bon marché,75.0,"[""3 blancs d'oeuf"", '250 g de sucre glace', '125 g de noisettes moulues', '125 g de noix de coco rapée', 'Cannelle à volonté (au moins 1 cuillère à soupe)']"
487,487,https://www.marmiton.org/recettes/recette_tarte-d-hiver-aux-kiwis-et-clementines_35340.aspx,2.5,2.0,139.0,Tarte d'hiver aux kiwis et clémentines,1 h,facile,bon marché,6.0,"['200 g de pâte feuilletée', '80 g de riz long', '1/2 l de lait', '1 gousse de vanille', '2 oeufs', '2 dl de crème fraîche', '100 g de sucre', '6 clémentines', '6 kiwis']"
488,488,https://www.marmiton.org/recettes/recette_burger-aux-galettes-de-pommes-de-terre_343540.aspx,4.8,14.0,2300.0,Burger aux galettes de pommes de terre,25 min,très facile,bon marché,2.0,"['4 pommes de terre moyennes', '1 oignon', '1 tomate', '4 tranches de cheddar', '1 cuillère à soupe de mayonnaise', '1 cuillère à soupe de ketchup', '1 oeuf', '2 cuillères à café de farine', '1 pincée de sel', '1 pincée de poivre', ""2 cuillères à soupe d'huile d'olive"", '2 steaks']"
489,489,https://www.marmiton.org/recettes/recette_maakouda-crepes-de-pommes-de-terre-safranees_171388.aspx,4.0,9.0,4000.0,Maâkouda (galettes de pommes de terre marocaines),35 min,facile,bon marché,8.0,"['4 pommes de terre ou 6 moyennes', '3 oeufs', ""2 gousses d'ail (selon les goûts)"", '1 cuillère à café de safran', '100 g de farine', 'Huile (pour friture)', 'Persil', 'Sel', 'Poivre']"
490,490,https://www.marmiton.org/recettes/recette_soupe-repas-pour-journees-froides-d-hiver_33821.aspx,0.0,0.0,160.0,Soupe repas pour journées froides d'hiver,2 h,facile,Coût moyen,15.0,"[""3 l d'eau de source"", '2 boeuf ou 2 tablettes de bouillon de boeuf', '2 feuilles de laurier', '2 branches de thym frais', '3 carottes coupées en dés', '2 branches de céleri avec feuilles, coupées en dés', '4 pommes de terre , pelées et coupées en dés', '2 navets (ravioles), coupés en dés', '2 oignons hachés finement', ""3 gousses d'ail hachées finement"", '12 haricots verts coupés en tronçon', '12 haricots jaunes (haricots beurre) coupés en tronçon', '1/2 chou vert, émincé en fines lanières', '8 tomates fraîches, blanchies, pelées et concassées', '120 ml de brocoli , coupés en fins morceaux', '120 ml de chou-fleur , coupés en fins morceaux', '120 ml de petits pois verts', '2 courgettes , lavées, non pelées et coupées en dés', '1 poivron vert , coupé en dés', '1 poivron rouge , coupé en dés', '1 branche de persil , finement haché', 'Poivre au goût', 'Sel']"
491,491,https://www.marmiton.org/recettes/recette_galettes-de-courgettes-et-pommes-de-terre_218835.aspx,4.3,22.0,1700.0,Galettes de courgettes et pommes de terre,18 min,facile,bon marché,4.0,"['1 courgette', '2 pommes de terre', '1 bouquet de persil', '1 oignon haché', '2 oeufs', '2 cuillères à soupe de farine pour tenir la pâte', ""1 cuillère à soupe d'avoine (facultatif)"", 'Sel', 'Poivre', 'Muscade râpée']"
492,492,https://www.marmiton.org/recettes/recette_galette-des-rois-au-chocolat-et-pralin_314062.aspx,4.0,4.0,290.0,Galette des rois au chocolat et pralin,40 min,facile,bon marché,8.0,"['2 pâtes feuilletées', '300 g de chocolat', ""60 g de poudre d'amandes"", '60 g de pralin', ""1 jaune d'oeuf (pour la dorure)""]"
495,495,https://www.marmiton.org/recettes/recette_roessti-rosti-galette-de-pomme-de-terre_15609.aspx,4.5,20.0,1600.0,Roëssti/rösti (galette de pomme de terre),1h10,très facile,bon marché,4.0,"['8 pommes de terre', '1 oignon', 'Huile', 'Margarine (ou beurre)', 'Poivre', 'Sel']"
496,496,https://www.marmiton.org/recettes/recette_galette-comtoise-pommes-de-terre-et-comte_43817.aspx,4.3,13.0,1200.0,Galette comtoise (pommes de terre et comté),1 h,facile,bon marché,4.0,"['6 pommes de terre à chair ferme si possible (charlotte, roseval..)', '250 g de comté fruité', 'Huile', 'Beurre ou de la graisse de canard', 'Sel et du poivre du moulin']"
497,497,https://www.marmiton.org/recettes/recette_galette-des-rois-aux-pommes-sans-oeuf_66220.aspx,4.0,2.0,224.0,Galette des rois aux pommes sans oeuf,1 h,très facile,bon marché,8.0,"['2 pâtes feuilletées', '700 g de pomme', '80 g de beurre', ""50 g d'amandes"", '50 g de sucre', '1 cuillère à café de cannelle', 'cuillère à soupe de rhum', 'Fève !']"
498,498,https://www.marmiton.org/recettes/recette_quiche-sur-galettes-de-sarrasin-chevre-epinards_371600.aspx,4.4,5.0,3900.0,Quiche sur galettes de sarrasin chèvre épinards,45 min,facile,bon marché,4.0,"['4 galettes de blé', '1 bûche de chèvre', ""400 g de pousses d'épinard"", '2 cuillères à soupe de chapelure', '3 oeufs', '20 cl de crème', '1 cuillère à soupe de miel', ""Huile d'olive"", 'Sel', 'Poivre']"
499,499,https://www.marmiton.org/recettes/recette_galette-au-sucre-ardennaise-de-ma-marraine_55813.aspx,4.5,11.0,353.0,Galette au sucre ardennaise (de ma marraine),35 min,difficile,bon marché,1.0,"['250 g de farine', '1/2 paquet de levure de boulanger (21 g)', '125 g de beurre', '2 oeufs']"
500,500,https://www.marmiton.org/recettes/recette_galette-sablee-au-beurre-et-aux-amandes_57064.aspx,4.0,1.0,92.0,Galette sablée au beurre et aux amandes,30 min,très facile,bon marché,6.0,"['100 g de beurre mou', '100 g de sucre', '150 g de farine', '1 oeuf', '1/2 paquet de levure', ""4 cuillères à soupe de poudre d'amandes"", '1 sachet de sucre vanillé']"
